dog_breed,dog_age,vaccinated,grooming,rabies,fever,lethargy,behavior_change,aggression,excessive_drooling,difficulty_swallowing,seizures,staggering_gait,hind_leg_paralysis,jaw_dropped
Poodle,11,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no
Rottweiler,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,9,yes,no,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,15,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no
Beagle,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Dachshund,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,9,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no
Siberian Husky,3,yes,no,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,13,yes,no,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,6,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,yes
Bulldog,4,yes,no,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,4,yes,no,no,no,no,no,no,no,no,no,no,no,no
Dachshund,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,8,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no
Mixed Breed,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,13,yes,no,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,13,no,no,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,12,yes,no,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,13,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no
Great Dane,1,no,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes
Dachshund,14,yes,no,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,1,yes,no,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,12,yes,no,no,no,no,no,no,no,no,no,no,no,no
Great Dane,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Dachshund,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,3,yes,no,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,3,no,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,11,yes,no,no,no,no,no,no,no,no,no,no,no,no
Poodle,9,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
Boxer,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,1,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,no
Shih Tzu,12,yes,no,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,2,yes,no,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,6,yes,no,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,9,yes,no,no,no,no,no,no,no,no,no,no,no,no
Beagle,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,2,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no
French Bulldog,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,7,yes,no,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,4,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes
Australian Shepherd,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,1,yes,no,no,no,no,no,no,no,no,no,no,no,no
Dachshund,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,3,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
Boxer,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,14,yes,no,no,no,no,no,no,no,no,no,no,no,no
Dachshund,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,11,yes,no,no,no,no,no,no,no,no,no,no,no,no
Beagle,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Stray,1,no,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes
German Shepherd,4,yes,no,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,5,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no
Great Dane,9,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
Dachshund,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,14,yes,no,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,2,yes,no,no,no,no,no,no,no,no,no,no,no,no
Great Dane,15,no,no,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Dachshund,15,yes,no,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,8,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
French Bulldog,7,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no
German Shepherd,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,7,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
Doberman Pinscher,6,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no
Boxer,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,9,yes,no,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,10,yes,no,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,7,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes
Chihuahua,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,3,yes,no,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Dachshund,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Stray,5,no,no,yes,yes,no,no,no,no,no,no,no,no,no
Rottweiler,7,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no
Australian Shepherd,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,12,yes,no,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,7,yes,no,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,8,no,no,yes,yes,no,yes,no,no,no,no,no,no,no
Mixed Breed,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,12,yes,no,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,13,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,no
Golden Retriever,14,no,no,no,no,no,no,no,no,no,no,no,no,no
Stray,6,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no
Labrador Retriever,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,10,no,no,yes,yes,yes,yes,no,no,no,yes,no,yes,yes
Labrador Retriever,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,10,yes,no,no,no,no,no,no,no,no,no,no,no,no
Boxer,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Dachshund,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,3,yes,no,no,no,no,no,no,no,no,no,no,no,no
Great Dane,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,13,yes,no,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,6,yes,no,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,9,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no
Pomeranian,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,14,yes,no,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Stray,7,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes
Boxer,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,2,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
Stray,10,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no
Beagle,6,yes,no,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Stray,5,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes
Australian Shepherd,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,11,no,no,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,7,yes,no,no,no,no,yes,no,no,no,no,no,no,no
Mixed Breed,3,yes,no,no,no,no,no,no,no,no,no,no,no,no
Great Dane,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Dachshund,15,yes,no,no,no,no,no,no,no,no,no,no,no,no
Dachshund,14,yes,no,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,13,no,no,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes
Chihuahua,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,3,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
Bulldog,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Dachshund,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Dachshund,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Stray,6,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes
French Bulldog,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,10,yes,no,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,5,yes,no,no,yes,no,no,no,no,no,no,no,no,no
Chihuahua,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,15,yes,no,no,no,no,no,no,no,no,no,no,no,no
Poodle,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,15,yes,no,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,10,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
Pomeranian,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,3,yes,no,no,no,no,no,no,no,no,no,no,no,no
Great Dane,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,2,yes,no,no,no,no,no,no,no,no,no,no,no,no
Stray,5,no,no,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,4,yes,no,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,8,no,no,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,10,yes,no,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,13,yes,no,no,no,no,no,no,no,no,no,no,no,no
Dachshund,3,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
Golden Retriever,14,yes,no,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,6,yes,no,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Bulldog,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,6,yes,no,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Stray,9,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
Boxer,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,9,yes,no,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,15,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no
Bulldog,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,12,yes,no,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,11,yes,no,no,no,no,no,no,no,no,no,no,no,no
Stray,7,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,yes
Rottweiler,3,yes,no,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,5,yes,no,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,9,yes,no,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,15,no,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,10,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no
Chihuahua,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,5,yes,no,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,7,yes,no,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,11,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no
Pomeranian,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,4,yes,no,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,4,no,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,13,no,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Dachshund,15,yes,no,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,13,yes,no,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,14,yes,no,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,10,yes,no,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,5,yes,no,no,no,no,no,no,no,no,no,no,no,no
Boxer,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,2,yes,no,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,11,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,no
Mixed Breed,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,6,yes,no,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,1,yes,no,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,7,yes,no,no,yes,no,no,no,no,no,no,no,no,no
Chihuahua,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,5,no,no,no,no,no,no,no,no,no,no,no,no,no
Great Dane,13,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no
Bulldog,13,no,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,13,yes,no,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,15,no,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,15,no,no,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,5,no,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,10,yes,no,no,no,no,no,no,no,no,no,no,no,no
Bulldog,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,5,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes
Rottweiler,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,5,yes,no,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,7,yes,no,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Dachshund,10,yes,no,no,no,no,no,no,no,no,no,no,no,no
Beagle,1,yes,no,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,11,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no
Labrador Retriever,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,14,yes,no,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,7,yes,no,no,no,no,no,no,no,no,no,no,no,no
Beagle,7,no,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,5,yes,no,no,no,no,no,no,no,no,no,no,no,no
Stray,6,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no
Pomeranian,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,5,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
Poodle,4,yes,no,no,no,no,no,no,no,no,no,no,no,no
Beagle,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,1,yes,no,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,15,no,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Stray,4,no,no,yes,yes,no,no,no,no,no,no,no,no,no
Great Dane,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,13,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
Poodle,6,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
Australian Shepherd,10,yes,no,no,no,no,no,no,no,no,no,no,no,no
Bulldog,11,yes,no,no,no,no,no,no,no,no,no,no,no,no
Dachshund,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,15,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no
Shih Tzu,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,14,yes,no,no,no,no,no,no,no,no,no,no,no,no
Poodle,12,no,no,no,yes,no,no,no,no,no,no,no,no,no
Pomeranian,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,7,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes
Doberman Pinscher,3,yes,no,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,9,no,no,yes,yes,yes,yes,yes,no,no,no,yes,no,yes
Stray,13,no,no,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,4,yes,no,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,5,no,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,10,yes,no,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Dachshund,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
